,player,nationality,team,position,birth_year,games,games_starts,minutes,goals,assists,cards_yellow,cards_red,xg,xg_assist,progressive_carries_x,progressive_passes_x,progressive_passes_received_x,goals_per90,assists_per90,xg_per90,xg_assist_per90,gk_goals_against_per90,gk_save_pct,gk_clean_sheets_pct,gk_pens_save_pct,shots_on_target_pct,shots_on_target_per90,goals_per_shot,average_shot_distance,passes_completed,passes_pct,passes_total_distance,passes_pct_short,passes_pct_medium,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes_y,sca,sca_per90,gca,gca_per90,tackles,tackles_won,challenges,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,take_ons,take_ons_won,take_ons_tackled,carries,carries_progressive_distance,progressive_carries_y,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received_y,fouls,fouled,offsides,crosses,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,price,skill/pot
175,Mads Hermansen,DEN,Leicester City,GK,25,27,27,2385.0,0,0,1,0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,2.19,64.5,3.7,25.0,,0.00,,,654,61.0,17066,97.4,94.8,32.7,0,20,1,0,1,3,0.11,0,0.00,1,1,1,0,1,0,1,0,1147,831,1106,43,0,0,1,1,0,734,1904,0,0,0,1,0,625,0,0,3,0,0,17,4,1,80.0,€19.8M,62.5/70.5
176,Malo Gusto,FRA,Chelsea,DF,22,29,19,1832.0,0,1,4,0,1.7,1.3,50,119,84,0.00,0.05,0.08,0.06,,,,,18.2,0.20,0.00,21.3,1175,86.5,19192,93.2,88.3,61.6,21,109,18,6,119,57,2.80,4,0.20,43,28,47,23,29,8,21,23,1563,60,378,758,440,43,16,4,11,865,2199,50,35,9,16,17,1053,84,20,19,2,51,116,8,15,34.8,€32.8M,75.6/88.2
177,Manuel Akanji,SUI,Manchester City,DF,30,23,20,1744.0,0,0,3,0,0.7,0.4,38,138,6,0.00,0.00,0.04,0.02,,,,,10.0,0.05,0.00,16.3,1427,93.9,23477,95.9,95.4,75.3,9,153,11,2,138,34,1.75,2,0.10,16,11,13,5,11,8,3,7,1635,111,487,797,353,11,2,2,0,1071,3362,38,52,0,4,5,1291,6,16,9,0,11,89,26,29,47.3,€42.8M,79.9/82.7
178,Marc Cucurella,ESP,Chelsea,DF,27,33,30,2718.0,4,1,10,1,2.6,2.1,31,107,108,0.13,0.03,0.09,0.07,,,,,40.9,0.30,0.18,16.5,1569,88.0,24764,93.9,90.2,57.5,19,112,12,3,107,48,1.59,5,0.17,59,39,52,26,45,14,31,25,2075,109,637,958,490,73,13,4,7,877,2186,31,18,2,26,6,1286,108,34,33,3,29,119,30,51,37.0,€39.4M,75.7/78.7
179,Marc Guéhi,ENG,Crystal Palace,DF,25,32,32,2879.0,3,2,9,1,1.9,1.2,22,126,8,0.09,0.06,0.06,0.04,,,,,50.0,0.22,0.21,10.3,1377,83.3,26335,91.1,88.8,55.3,12,127,11,3,126,38,1.19,5,0.16,56,31,45,15,53,22,31,25,1994,292,987,881,137,31,14,11,2,1065,2804,22,17,1,16,16,1243,8,22,26,1,13,135,66,50,56.9,€54.2M,79.0/83.7
180,Marcos Senesi,ARG,Bournemouth,DF,28,15,12,1014.0,0,0,5,0,0.8,0.2,12,51,5,0.00,0.00,0.07,0.02,,,,,0.0,0.00,0.00,6.0,493,76.6,10211,88.0,85.9,49.7,3,73,12,3,51,16,1.42,1,0.09,35,21,30,16,15,7,8,11,783,67,349,376,67,12,9,5,4,483,1465,12,14,0,6,5,493,5,19,7,0,10,67,23,27,46.0,€20.4M,69.2/70.7
181,Marcus Rashford,ENG,Manchester Utd,"FW,MF",28,15,12,978.0,4,1,2,0,1.7,2.1,20,21,79,0.37,0.09,0.16,0.19,,,,,56.3,0.83,0.25,16.4,253,73.8,3508,83.6,65.9,50.0,15,13,16,8,21,29,2.67,1,0.09,7,4,9,6,8,0,8,4,440,3,35,189,222,34,39,9,26,293,728,20,19,12,14,6,341,79,8,7,7,27,24,5,7,41.7,€53.6M,79.1/79.2
182,Marcus Tavernier,ENG,Bournemouth,"FW,MF",26,26,17,1670.0,3,5,5,0,5.3,2.8,41,102,106,0.16,0.27,0.29,0.15,,,,,30.0,0.81,0.06,20.2,553,72.5,9408,85.9,78.3,44.9,36,64,30,9,102,85,4.58,11,0.59,41,24,26,16,16,3,13,5,1000,18,114,385,523,51,57,24,28,567,1622,41,40,7,39,43,641,106,28,23,4,91,101,25,31,44.6,€24.4M,71.8/74.8
183,Mark Flekken,NED,Brentford,GK,32,34,34,3005.0,0,2,1,0,0.0,0.5,0,0,0,0.00,0.06,0.00,0.02,1.53,73.1,17.6,0.0,,0.00,,,1178,73.4,34705,97.9,97.5,49.8,3,45,2,0,0,9,0.27,2,0.06,4,4,9,6,2,0,2,0,1706,1340,1659,52,0,0,1,1,0,1043,3003,0,0,0,3,0,951,0,0,3,0,0,37,4,0,100.0,€13.6M,72.0/72.0
184,Martin Ødegaard,NOR,Arsenal,MF,27,27,24,2130.0,2,7,4,0,4.6,5.0,82,240,144,0.08,0.30,0.19,0.21,,,,,30.2,0.55,0.02,18.7,1141,82.9,17692,90.5,87.4,53.4,57,120,81,5,240,115,4.86,14,0.59,19,11,24,20,5,0,5,4,1550,7,108,655,801,105,55,23,30,1071,3426,82,74,23,33,38,1230,144,10,23,1,81,91,8,7,53.3,€126.5M,89.2/92.9
185,Mateo Kovačić,CRO,Manchester City,MF,31,29,23,2049.0,6,1,5,0,1.7,3.6,52,149,15,0.26,0.04,0.08,0.16,,,,,29.3,0.53,0.15,22.5,1604,92.6,24956,95.1,95.7,64.3,29,189,28,0,149,63,2.77,6,0.26,67,38,63,33,20,0,20,20,1959,51,287,1126,567,16,39,20,11,1332,3573,52,73,3,19,29,1590,15,23,23,0,0,110,9,8,52.9,€25.3M,77.7/77.7
186,Mateus Fernandes,POR,Southampton,MF,21,33,31,2640.0,2,3,8,0,3.8,2.6,73,131,102,0.07,0.10,0.13,0.09,,,,,35.9,0.48,0.05,18.5,1003,79.9,16952,87.9,85.6,55.3,31,91,21,4,131,71,2.42,6,0.20,86,46,64,31,40,6,34,21,1619,59,345,800,511,46,99,45,45,836,2981,73,66,8,52,33,1000,102,42,53,4,104,165,13,9,59.1,€22.5M,61.5/79.1
187,Matheus Cunha,BRA,Wolves,"MF,FW",26,30,27,2425.0,15,6,3,0,7.9,7.3,104,131,147,0.56,0.22,0.29,0.27,,,,,41.2,1.48,0.15,20.6,743,71.9,11781,85.1,75.9,45.1,51,89,54,10,131,118,4.38,16,0.59,35,21,36,25,19,1,18,17,1425,22,173,657,643,117,130,58,57,819,3108,104,88,36,72,48,957,147,41,69,8,123,123,10,27,27.0,€62.6M,80.9/83.2
188,Matheus Nunes,POR,Manchester City,"DF,MF",27,24,17,1494.0,1,5,4,0,0.9,4.2,59,69,156,0.06,0.30,0.05,0.25,,,,,42.9,0.18,0.14,18.3,957,86.3,14863,91.3,88.2,64.9,21,45,25,7,69,39,2.35,6,0.36,32,21,34,19,14,3,11,13,1267,39,221,494,560,54,36,16,13,779,2131,59,31,22,29,13,916,156,28,17,6,39,60,13,16,44.8,€42.3M,71.6/72.7
189,Matthijs de Ligt,NED,Manchester Utd,DF,26,29,25,2123.0,2,0,3,0,2.5,0.3,7,55,6,0.08,0.00,0.10,0.01,,,,,50.0,0.38,0.11,7.9,1241,89.9,21813,94.2,94.4,49.1,6,63,2,1,55,14,0.59,1,0.04,30,22,32,9,29,21,8,33,1609,184,829,731,56,29,4,2,2,1079,2226,7,3,0,5,3,1159,6,16,12,2,6,68,58,29,66.7,€52.2M,75.6/82.9
190,Matty Cash,POL,Aston Villa,DF,28,24,21,1800.0,1,1,6,0,0.3,1.1,46,39,75,0.05,0.05,0.02,0.05,,,,,40.0,0.20,0.10,19.0,642,79.2,10745,90.2,80.0,52.3,10,37,9,5,39,22,1.10,2,0.10,47,27,34,10,18,7,11,21,1012,73,365,401,257,37,36,15,16,507,1618,46,34,4,17,9,575,75,25,16,1,33,64,17,19,47.2,€32.9M,74.9/74.9
191,Matz Sels,BEL,Nott'ham Forest,GK,33,34,34,3060.0,0,0,3,0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,1.21,73.8,38.2,0.0,,0.00,,,454,50.5,17261,100.0,97.8,36.5,1,39,2,0,1,5,0.15,0,0.00,1,1,1,0,0,0,0,0,990,757,975,15,0,0,0,0,0,483,1481,0,0,0,0,0,383,0,0,10,0,0,11,14,2,87.5,€9.1M,72.7/73.4
192,Max Kilman,ENG,West Ham,DF,28,35,35,3078.0,0,1,4,0,1.4,1.2,29,107,6,0.00,0.03,0.04,0.03,,,,,16.7,0.06,0.00,8.9,1545,86.7,29958,91.9,92.8,58.0,16,102,4,0,107,29,0.85,3,0.09,33,20,25,4,55,37,18,38,2173,433,1206,879,104,31,20,14,2,1149,2957,29,12,2,16,3,1440,6,21,13,2,3,139,104,51,67.1,€36.7M,72.3/72.3
193,Maxence Lacroix,FRA,Crystal Palace,DF,25,31,31,2756.0,1,1,5,0,2.8,0.8,8,59,7,0.03,0.03,0.09,0.02,,,,,20.0,0.16,0.04,11.8,1093,81.9,22521,85.3,90.9,55.3,6,66,2,1,59,26,0.85,4,0.13,67,40,47,15,41,16,25,50,1737,314,1060,612,72,36,13,8,3,931,1946,8,4,0,21,3,1024,7,31,18,1,6,121,54,44,55.1,€27.7M,76.4/80.0
194,Micky van de Ven,NED,Tottenham,DF,24,12,11,950.0,0,2,4,0,0.6,1.2,8,51,1,0.00,0.19,0.05,0.11,,,,,33.3,0.19,0.00,11.1,706,91.0,13313,91.7,96.5,62.5,2,50,1,0,51,11,1.04,2,0.19,10,6,14,6,9,6,3,10,862,101,442,393,36,9,8,4,4,599,1388,8,10,1,5,4,629,1,10,8,0,0,61,19,18,51.4,€61.8M,71.1/79.1
195,Mikel Merino,ESP,Arsenal,"MF,FW",29,26,15,1418.0,6,2,2,0,4.4,1.9,9,62,88,0.38,0.13,0.28,0.12,,,,,37.5,0.76,0.19,10.5,422,78.0,5811,86.9,78.7,53.3,15,34,24,4,62,39,2.48,4,0.25,38,22,29,14,18,5,13,14,724,35,130,303,300,72,19,8,7,357,645,9,12,4,22,22,470,88,36,20,7,12,78,57,52,52.3,€40.5M,74.6/74.6
196,Mikkel Damsgaard,DEN,Brentford,"MF,FW",25,35,31,2658.0,2,10,2,0,2.6,7.8,64,213,120,0.07,0.34,0.09,0.27,,,,,21.9,0.24,0.06,17.5,1009,72.7,17293,85.4,73.3,53.0,59,153,67,17,213,114,3.86,21,0.71,78,43,72,44,36,2,34,26,1710,34,309,784,639,72,92,48,33,968,2741,64,42,9,54,44,1129,120,18,27,6,130,159,12,25,32.4,€28.6M,73.4/78.0
197,Mohamed Salah,EGY,Liverpool,FW,33,35,35,3101.0,28,18,1,0,24.0,13.1,144,133,441,0.81,0.52,0.70,0.38,,,,,42.0,1.36,0.17,14.7,832,71.2,12421,83.5,70.1,59.6,82,49,85,14,133,157,4.56,26,0.75,20,11,16,9,11,0,11,7,1568,10,90,473,1024,328,124,55,65,1077,3368,144,54,116,109,63,1313,441,22,36,16,72,95,9,12,42.9,€38.5M,86.6/86.6
198,Mohammed Kudus,GHA,West Ham,"FW,MF",25,29,29,2421.0,4,2,2,1,6.6,2.4,92,76,202,0.15,0.07,0.24,0.09,,,,,29.4,0.74,0.06,15.8,659,83.5,10770,90.2,89.1,67.9,29,44,27,13,76,101,3.76,7,0.26,34,20,27,17,24,1,23,4,1176,12,159,486,572,117,193,87,89,769,2394,92,56,39,70,89,916,202,36,60,18,74,128,10,38,20.8,€61.7M,73.1/79.0
199,Moisés Caicedo,ECU,Chelsea,"MF,DF",24,35,35,3081.0,1,2,10,0,0.8,3.0,38,198,33,0.03,0.06,0.02,0.09,,,,,16.7,0.09,0.06,25.1,1825,89.7,31587,92.2,92.6,78.1,29,219,32,3,198,93,2.72,8,0.23,102,63,80,30,45,10,35,48,2390,89,520,1467,429,13,56,24,20,1318,3008,38,29,2,36,24,1666,33,62,55,0,9,202,33,15,68.8,€80.7M,81.1/91.9
200,Morgan Gibbs-White,ENG,Nott'ham Forest,MF,25,30,30,2451.0,5,7,10,1,4.7,4.5,63,145,116,0.18,0.26,0.17,0.16,,,,,34.0,0.66,0.09,17.0,861,78.1,13218,85.1,81.0,58.1,46,114,35,7,145,101,3.71,17,0.62,39,18,30,15,14,4,10,18,1427,33,169,721,560,86,75,30,34,811,2350,63,46,12,66,39,1071,116,33,36,7,37,114,37,47,44.0,€61.7M,77.1/80.0
201,Morgan Rogers,ENG,Aston Villa,"FW,MF",23,34,34,2853.0,8,8,9,0,6.2,7.4,108,117,177,0.25,0.25,0.20,0.23,,,,,35.8,0.60,0.15,15.9,628,73.9,9245,81.4,76.2,79.7,48,71,52,2,117,101,3.19,14,0.44,36,18,39,20,25,7,18,5,1269,36,185,557,553,135,153,65,68,744,3036,108,64,33,104,68,897,177,46,48,2,22,108,11,43,20.4,€69M,69.2/78.4
202,Murillo,BRA,Nott'ham Forest,DF,23,33,33,2928.0,1,0,5,0,1.4,1.1,20,102,5,0.03,0.00,0.04,0.03,,,,,21.7,0.15,0.04,22.7,1016,77.9,20093,90.2,87.4,48.5,12,116,12,1,102,37,1.14,2,0.06,52,36,45,19,66,43,23,30,1729,386,888,762,93,20,33,26,7,737,2199,20,24,1,18,10,875,5,25,4,0,12,129,42,19,68.9,€68.4M,73.9/85.8
203,Myles Lewis-Skelly,ENG,Arsenal,DF,19,20,13,1168.0,1,0,2,2,0.1,0.4,32,62,33,0.08,0.00,0.01,0.03,,,,,50.0,0.08,0.50,14.3,604,90.7,8962,95.8,90.3,65.0,7,55,8,1,62,24,1.85,0,0.00,22,14,10,0,2,1,1,6,775,20,138,426,225,14,26,12,9,443,1473,32,23,5,11,8,529,33,10,38,0,8,45,8,10,44.4,€34.9M,59.7/79.0
204,Nathan Collins,IRL,Brentford,DF,24,35,35,3150.0,2,3,5,0,2.5,1.8,28,116,18,0.06,0.09,0.07,0.05,,,,,35.3,0.17,0.12,10.7,1570,85.7,30000,87.8,92.4,59.3,10,101,7,2,116,30,0.86,8,0.23,37,22,34,12,71,51,20,32,2254,360,1181,919,164,66,12,6,5,1174,3763,28,12,0,19,8,1364,18,24,28,6,7,149,112,60,65.1,€33.3M,74.2/80.2
205,Neco Williams,WAL,Nott'ham Forest,DF,24,31,24,2234.0,1,2,6,0,2.2,1.5,57,76,82,0.04,0.08,0.09,0.06,,,,,18.2,0.24,0.03,19.7,695,75.6,10453,89.9,71.9,40.4,15,54,18,7,76,44,1.77,5,0.20,73,44,70,27,39,9,30,24,1301,140,478,461,380,36,43,18,18,528,1804,57,26,14,25,17,601,82,22,37,1,43,94,35,28,55.6,€23.4M,71.6/78.5
206,Nick Pope,ENG,Newcastle Utd,GK,33,25,25,2250.0,0,0,2,0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,1.32,70.1,28.0,50.0,,0.00,,,504,72.8,12977,99.0,98.5,42.8,1,2,0,0,1,6,0.24,0,0.00,0,0,0,0,1,0,1,1,773,612,762,11,0,0,0,0,0,397,1519,0,0,0,0,1,273,0,2,5,0,0,21,11,1,91.7,€11.7M,70.1/71.3
207,Nicolas Jackson,SEN,Chelsea,FW,24,29,27,2185.0,10,5,7,0,12.3,4.3,46,37,127,0.41,0.21,0.51,0.18,,,,,44.7,1.40,0.13,12.9,300,75.9,4034,82.0,76.7,64.3,28,22,10,1,37,68,2.80,10,0.41,21,12,9,5,14,2,12,3,679,19,50,281,357,139,60,18,31,411,1304,46,25,30,69,41,508,127,33,29,23,3,47,19,36,34.5,€66.2M,81.5/91.3
208,Nicolás Domínguez,ARG,Nott'ham Forest,"MF,FW",27,30,19,1669.0,0,1,8,0,1.4,1.3,12,66,26,0.00,0.05,0.08,0.07,,,,,38.9,0.38,0.00,19.0,709,87.0,10239,91.8,89.8,58.3,13,71,9,1,66,31,1.67,0,0.00,75,40,64,35,34,11,23,27,1049,69,269,542,247,25,8,3,3,395,783,12,11,2,18,9,572,26,29,15,1,5,102,21,19,52.5,€18.8M,74.3/75.4
209,Nikola Milenković,SRB,Nott'ham Forest,DF,28,33,33,2970.0,4,2,4,0,3.6,1.0,3,49,6,0.12,0.06,0.11,0.03,,,,,26.9,0.21,0.15,12.1,728,81.1,14579,87.1,87.2,60.8,8,48,2,0,49,18,0.55,3,0.09,43,26,27,6,39,23,16,24,1228,231,673,477,82,59,1,1,0,472,958,3,3,2,2,2,619,6,17,4,1,0,74,92,36,71.9,€38M,78.2/80.3
210,Noni Madueke,ENG,Chelsea,FW,23,29,24,1813.0,7,3,3,0,9.1,4.1,139,67,213,0.35,0.15,0.45,0.20,,,,,39.0,1.49,0.09,14.4,474,77.6,7011,85.9,76.7,56.4,30,13,34,8,67,77,3.82,8,0.40,22,15,33,20,17,0,17,8,878,19,90,255,548,171,87,38,40,583,3103,139,45,84,43,24,675,213,20,24,5,58,73,10,16,38.5,€51.6M,76.1/86.4
211,Noussair Mazraoui,MAR,Manchester Utd,DF,28,34,31,2639.0,0,1,2,0,0.7,1.3,37,102,51,0.00,0.03,0.02,0.05,,,,,23.1,0.10,0.00,20.6,1409,85.5,21053,91.3,89.1,54.3,18,118,18,5,102,50,1.71,1,0.03,102,60,85,34,33,8,25,34,1976,158,779,903,318,27,47,26,17,1086,2680,37,29,3,23,16,1190,51,37,22,3,20,141,47,28,62.7,€43M,76.6/77.4
212,Nélson Semedo,POR,Wolves,DF,32,31,30,2661.0,0,4,7,0,0.8,2.7,61,70,109,0.00,0.14,0.03,0.09,,,,,37.5,0.20,0.00,23.4,973,80.1,14811,91.1,82.8,46.6,21,63,25,11,70,52,1.76,6,0.20,58,34,53,23,28,10,18,23,1551,116,446,707,416,24,64,29,27,790,2320,61,36,9,40,19,882,109,44,28,4,58,121,27,41,39.7,€8.4M,72.4/72.4
213,Ola Aina,NGA,Nott'ham Forest,DF,29,31,31,2643.0,2,1,2,0,0.6,0.9,56,95,55,0.07,0.03,0.02,0.03,,,,,22.2,0.07,0.22,24.8,868,73.3,13423,88.3,73.5,36.5,13,78,18,8,95,55,1.87,3,0.10,54,41,62,27,32,12,20,31,1509,143,554,628,354,21,66,30,24,657,2432,56,37,10,40,22,719,55,21,33,2,46,166,12,18,40.0,€18.8M,74.2/74.7
214,Oliver Skipp,ENG,Leicester City,MF,25,21,8,996.0,0,0,8,0,0.2,0.3,16,31,19,0.00,0.00,0.01,0.02,,,,,25.0,0.09,0.00,21.0,392,85.0,5965,88.5,93.3,59.4,9,30,4,0,31,14,1.27,0,0.00,20,4,15,6,17,4,13,10,557,24,121,350,90,7,11,6,5,321,629,16,7,3,11,5,390,19,19,13,0,5,40,10,6,62.5,€17M,70.0/76.8
215,Ollie Watkins,ENG,Aston Villa,FW,30,35,28,2333.0,15,7,2,0,14.7,3.0,52,29,148,0.58,0.27,0.57,0.12,,,,,42.3,1.27,0.17,12.2,284,74.2,3580,79.3,81.5,75.0,23,12,12,0,29,51,1.97,11,0.42,9,6,11,8,11,3,8,8,636,18,48,229,368,155,38,9,25,375,1052,52,21,36,53,46,502,148,27,30,13,7,39,47,62,43.1,€61.4M,80.4/80.9
216,Omar Marmoush,EGY,Manchester City,"FW,MF",26,13,12,998.0,6,0,0,0,4.8,1.7,21,29,68,0.54,0.00,0.43,0.15,,,,,42.1,1.44,0.16,18.0,203,78.1,2782,83.6,79.7,50.0,13,8,24,4,29,33,2.98,1,0.09,11,6,15,8,15,1,14,5,416,3,29,121,271,56,39,16,18,262,760,21,15,11,37,15,295,68,13,17,9,25,32,5,8,38.5,€79.1M,77.1/79.4
217,Orel Mangala,BEL,Everton,MF,27,19,14,1261.0,1,0,2,0,1.1,0.6,6,34,19,0.07,0.00,0.08,0.05,,,,,37.5,0.43,0.06,22.1,437,89.2,6998,90.5,94.9,76.7,8,50,8,1,34,24,1.72,1,0.07,16,8,8,3,8,3,5,21,621,22,133,335,157,13,24,14,9,298,576,6,6,3,12,12,406,19,24,17,2,6,49,6,8,42.9,€24.4M,71.2/71.5
218,Pape Matar Sarr,SEN,Tottenham,MF,23,33,19,1726.0,3,2,6,0,3.3,1.6,32,85,51,0.16,0.10,0.17,0.08,,,,,40.6,0.68,0.09,21.9,855,87.0,13093,90.8,90.0,73.3,15,86,11,2,85,41,2.14,6,0.31,43,31,23,12,23,9,14,26,1188,38,249,669,288,26,28,11,15,746,1839,32,35,5,27,21,839,51,31,34,2,14,108,28,40,41.2,€50.8M,70.5/80.6
219,Pau Torres,ESP,Aston Villa,DF,28,21,21,1819.0,0,0,1,0,0.5,0.1,33,77,4,0.00,0.00,0.03,0.00,,,,,25.0,0.10,0.00,11.7,1079,88.7,18849,94.9,93.4,53.1,2,96,7,0,77,12,0.59,2,0.10,20,14,15,6,14,10,4,9,1349,218,654,622,79,16,17,15,2,839,3596,33,20,0,4,4,963,4,8,7,0,1,54,16,26,38.1,€45.3M,75.6/77.2
220,Paul Onuachu,NGA,Southampton,FW,31,24,11,1029.0,4,1,4,0,3.6,0.5,7,13,40,0.35,0.09,0.32,0.04,,,,,44.1,1.31,0.12,10.4,156,60.7,2219,62.9,62.7,63.2,8,13,2,0,13,9,0.79,1,0.09,7,2,7,4,7,2,5,1,428,17,43,228,160,66,25,7,14,208,243,7,5,2,49,33,349,40,28,16,9,0,17,90,56,61.6,€12.7M,63.1/63.1
221,Pedro Neto,POR,Chelsea,FW,25,32,21,2013.0,4,5,8,0,2.9,6.0,118,58,231,0.18,0.22,0.13,0.27,,,,,29.6,0.72,0.07,18.8,632,78.6,10321,92.6,81.5,47.9,44,29,37,23,58,86,3.85,8,0.36,22,9,19,11,13,2,11,9,1034,13,92,302,657,106,92,30,40,670,2994,118,52,41,40,25,752,231,19,29,3,134,71,10,26,27.8,€60.6M,70.6/75.9
222,Pedro Porro,ESP,Tottenham,DF,26,31,26,2463.0,2,6,4,0,1.5,4.0,63,147,106,0.07,0.22,0.06,0.15,,,,,21.6,0.29,0.05,23.1,1324,73.5,23083,87.5,79.3,44.2,54,120,55,26,147,104,3.80,8,0.29,63,46,73,31,44,17,27,34,2131,124,623,772,749,30,39,13,24,1132,2677,63,40,5,23,17,1229,106,24,30,1,191,148,11,22,33.3,€55.9M,74.6/79.7
223,Pervis Estupiñán,ECU,Brighton,DF,27,28,24,2222.0,1,1,5,0,1.1,2.1,55,116,107,0.04,0.04,0.04,0.08,,,,,30.4,0.28,0.04,24.5,1245,83.3,18925,93.5,83.3,49.0,24,97,32,18,116,52,2.11,4,0.16,58,39,46,15,16,2,14,34,1766,72,439,878,467,31,30,16,13,944,2388,55,55,9,31,27,1070,107,33,17,3,114,136,43,26,62.3,€37.1M,74.0/76.2
224,Phil Foden,ENG,Manchester City,"MF,FW",25,26,19,1693.0,7,2,2,0,5.1,4.7,47,95,119,0.37,0.11,0.27,0.25,,,,,30.8,0.85,0.13,18.5,743,84.0,11571,90.6,89.2,59.6,42,40,35,5,95,84,4.47,9,0.48,12,5,17,10,12,1,11,9,1076,13,81,375,629,79,39,13,21,677,1676,47,30,15,35,30,842,119,5,32,3,73,59,3,8,27.3,€105.7M,86.5/93.6
225,Riccardo Calafiori,ITA,Arsenal,DF,23,17,11,925.0,2,1,4,0,0.9,0.3,21,54,29,0.19,0.10,0.08,0.03,,,,,60.0,0.58,0.20,14.1,449,85.4,6549,91.6,85.7,67.9,6,40,9,1,54,13,1.26,2,0.19,26,18,29,11,12,6,6,9,628,30,161,249,222,29,13,9,3,291,839,21,12,3,11,5,377,29,16,6,3,11,30,22,13,62.9,€49.3M,73.1/80.7
226,Rico Lewis,ENG,Manchester City,"DF,MF",21,27,20,1818.0,1,2,5,1,1.4,0.3,36,104,68,0.05,0.10,0.07,0.02,,,,,20.0,0.10,0.10,15.8,1143,92.0,16487,94.8,94.2,68.3,7,92,14,0,104,31,1.54,3,0.15,29,19,21,8,28,7,21,13,1404,51,286,707,427,42,21,9,11,816,2034,36,38,8,19,19,1005,68,11,33,0,3,94,5,13,27.8,€62.7M,75.0/88.9
227,Robert Sánchez,ESP,Chelsea,GK,28,29,29,2610.0,0,0,5,0,0.0,0.1,0,1,0,0.00,0.00,0.00,0.00,1.10,76.3,27.6,20.0,,0.00,,,809,71.6,19461,99.5,96.4,38.7,2,25,1,0,1,7,0.24,2,0.07,0,0,1,1,0,0,0,2,1197,884,1186,11,0,0,0,0,0,800,2470,0,0,0,0,0,749,0,2,4,0,0,41,9,0,100.0,€24.9M,75.8/75.8
228,Rodrigo Bentancur,URU,Tottenham,MF,28,23,19,1518.0,2,0,7,0,1.3,0.4,26,99,34,0.12,0.00,0.08,0.03,,,,,22.7,0.30,0.09,17.4,916,88.1,14862,91.1,92.7,75.4,10,107,12,2,99,45,2.67,3,0.18,38,20,39,20,24,8,16,36,1252,70,299,747,215,24,18,8,8,739,1446,26,23,5,18,19,826,34,31,10,1,4,111,35,27,56.5,€31.5M,74.3/75.0
229,Rodrigo Muniz,BRA,Fulham,FW,24,31,8,964.0,8,1,1,0,5.8,0.7,6,27,31,0.75,0.09,0.54,0.07,,,,,48.7,1.77,0.21,12.0,92,64.8,1540,67.6,68.9,84.6,7,13,3,0,27,17,1.59,2,0.19,10,5,4,0,9,2,7,5,311,14,27,161,127,55,18,6,9,157,187,6,4,3,47,24,237,31,11,31,3,1,14,67,63,51.5,€8.2M,66.7/71.6
230,Ryan Christie,SCO,Bournemouth,MF,30,29,27,2117.0,2,3,9,0,1.8,3.5,34,137,44,0.09,0.13,0.08,0.15,,,,,36.4,0.51,0.06,19.6,837,79.3,14882,88.2,87.9,48.8,41,118,33,5,137,85,3.62,9,0.38,54,33,64,37,44,11,33,30,1376,74,256,773,372,46,48,23,22,726,1773,34,40,8,44,25,777,44,43,31,1,48,182,20,28,41.7,€16.2M,76.7/76.7
231,Ryan Gravenberch,NED,Liverpool,MF,23,34,34,2921.0,0,4,5,0,1.0,2.9,65,168,54,0.00,0.12,0.03,0.09,,,,,27.8,0.15,0.00,24.7,1595,88.9,23774,92.5,91.7,60.8,25,140,32,1,168,65,2.00,6,0.18,65,34,51,21,34,10,24,57,2176,104,446,1274,485,23,75,36,28,1286,3408,65,71,9,48,21,1548,54,42,46,0,6,182,26,14,65.0,€85.3M,86.8/98.3
232,Ryan Yates,ENG,Nott'ham Forest,MF,28,31,18,1859.0,2,1,9,0,2.3,1.1,17,47,14,0.10,0.05,0.11,0.06,,,,,28.1,0.44,0.06,19.3,588,81.7,8670,87.9,85.8,56.6,17,46,4,0,47,36,1.74,3,0.15,41,21,37,20,35,9,26,26,993,75,263,484,256,40,18,9,5,407,888,17,18,1,23,18,523,14,51,48,6,5,93,43,30,58.9,€18.3M,72.2/74.0
233,Rúben Dias,POR,Manchester City,DF,28,24,22,2001.0,0,0,4,0,1.4,0.3,35,122,6,0.00,0.00,0.06,0.01,,,,,27.8,0.22,0.00,19.2,1943,93.6,33548,97.0,96.3,66.9,5,189,5,0,122,22,0.99,1,0.04,16,10,11,4,17,14,3,18,2230,195,749,1231,255,22,3,2,1,1592,5295,35,54,1,7,1,1815,6,12,8,0,3,68,30,31,49.2,€58.5M,86.4/86.4
234,Sam Morsy,EGY,Ipswich Town,MF,34,30,28,2486.0,1,1,10,0,0.3,0.8,16,104,9,0.04,0.04,0.01,0.03,,,,,22.2,0.07,0.11,26.3,1103,86.2,17664,93.2,91.3,57.4,18,132,13,2,104,40,1.45,2,0.07,62,36,57,31,32,13,19,28,1498,88,447,855,210,4,21,12,7,761,1783,16,20,2,15,10,999,9,45,24,0,12,138,17,23,42.5,€1.3M,65.0/65.6
